trip_id,shopping_time
4314822,1535.738889
4314883,2598.209814
4314893,2822.431489
4313476,1468.872169
4314969,3432.450088
4314978,3686.35245
4314983,4150.85177
4314987,2648.730395
4314009,3083.060811
4314997,2971.945448
4315030,2514.13483
4315042,3963.46064
4315050,972.2372991
4315098,1525.773469
4314288,2795.276552
4315113,4584.883868
4315116,2002.821413
4315122,2663.043087
4313296,1368.693131
4315145,3675.531857
4313303,2163.302379
4314956,3719.620787
4315155,4371.441715
4315157,3507.012662
4315165,2600.961354
4315175,3137.531818
4315219,3545.110106
4315225,3179.095539
4315233,2880.586539
4314657,2664.704558
4315323,2377.800505
4315324,2824.596689
4315325,2242.243713
4314723,2442.589346
4315365,581.7779507
4315372,544.6329287
4315376,1199.905668
4315396,1624.161236
4315403,3191.398492
4315430,2685.926553
4315433,2832.159671
4315017,2356.183115
4315442,1557.433082
4315429,2265.883958
4314788,3646.526287
4315459,1980.095493
4315461,1447.506408
4314661,3598.5689
4315468,3533.548878
4315486,3089.830082
4315498,2876.942757
4315510,1834.971656
4315511,4607.096597
4315120,2849.408661
4315005,1636.100738
4315532,2810.128955
4315538,3062.133358
4315540,2678.110292
4315543,3276.600544
4314986,3735.005716
4315562,2293.01787
4314752,1212.974511
4315583,4140.849294
4315598,2800.871922
4315600,2405.62215
4315633,3689.870529
4315641,3539.763525
4314662,2312.151705
4314660,1992.914237
4315657,2957.847867
4315684,4572.088101
4313299,1674.182645
4315717,3267.880725
4315737,3813.523471
4315738,2860.626139
4315739,2664.747591
4315791,1439.4884
4315795,3067.087382
4315799,3363.565518
4315801,1435.968773
4315817,4240.249124
4315822,1356.581898
4315823,2135.525636
4315563,962.6820713
4315835,3424.007298
4315869,2085.525099
4315892,2180.5506
4315902,2458.288633
4315919,3414.611007
4315956,4615.133382
4315971,3582.475435
4316039,1769.246308
4316069,3290.546103
4316089,2840.325407
4314581,2406.608033
4316122,2788.886921
4316133,1711.261867
4316182,2808.023388
4315009,2133.666897
4316215,3185.738583
4316217,2372.539955
4316220,3107.00866
4316221,2565.116906
4316233,3268.283723
4316302,5795.269449
4316310,4148.00875
4316319,3547.671824
4316322,3292.765575
4316324,2152.894355
4316330,3155.003011
4316332,2976.061747
4316334,2994.351133
4316339,2866.322157
4316342,2630.750983
4316345,1977.447554
4316348,3298.01589
4316350,2783.826546
4316367,2904.006046
4316371,2083.100111
4316375,1721.184835
4316379,3713.475292
4316146,3723.349546
4315329,3358.454993
4316303,2841.730594
4315330,1944.21328
4316442,2797.816057
4316447,1359.401947
4316512,2497.266985
4315332,3188.898067
4315326,4126.871963
4316561,1445.171287
4316576,2312.225703
4316588,3109.026491
4316599,2328.540357
4316612,2432.92374
4316623,1358.286065
4315339,3196.784962
4316652,2503.303024
4316664,2254.174527
4316155,1962.934464
4315999,3193.664113
4316600,3248.038078
4315327,3420.337245
4316696,1517.169641
4316333,2258.071541
4316731,2069.663738
4315341,3430.441747
4316320,2959.444947
4316067,3011.567191
4316770,2608.582175
4316074,2854.836458
4316772,3163.56325
4315838,3959.459023
4315338,2130.874377
4316819,1866.260344
4316479,3564.430872
4315340,3322.351198
4316859,3079.874854
4316891,2839.928377
4316892,3501.581427
4316909,4694.328057
4315337,3429.778113
4316335,3167.420948
4316941,3585.337396
4316948,3587.193652
4316982,1815.036134
4316984,2084.076079
4316757,4601.369135
4315331,4048.760604
4316671,2989.472827
4317041,2167.80695
4316572,3449.324572
4317050,2601.041202
4317056,3223.307974
4317067,1961.626441
4317070,1882.744902
4317088,1131.703374
4317090,4698.90626
4317093,3728.55158
4317096,1717.61868
4317154,2118.548463
4317156,2000.281802
4316577,2166.705353
4317167,2145.652575
4317176,2495.136935
4316890,1349.040862
4317181,3820.589125
4316603,1945.505182
4317200,2049.297382
4317222,3096.892715
4316956,3339.320184
4317225,2684.324654
4317235,1468.209407
4316720,4253.084747
4316773,3971.850266
4316745,2493.729279
4316528,3538.991526
4317281,2076.883392
4317288,2413.347263
4316672,1862.848795
4317292,2964.366556
4316478,2081.737967
4317312,3832.354558
4317325,1969.632644
4316617,3056.335705
4317351,1463.530469
4317375,3107.950001
4317381,2700.079673
4317396,2955.992848
4317414,3107.574614
4317335,1535.770815
4317423,1517.318021
4317391,3103.292979
4317430,3044.355776
4317020,2354.25408
4317463,2969.587312
4317477,3137.623466
4317481,2261.258445
4317497,1984.162698
4317026,2219.817327
4317520,2367.87779
4317536,3307.548224
4316648,2595.022753
4317540,2607.369018
4317548,2798.54934
4317554,5098.608348
4317556,1699.377304
4317559,735.134969
4317560,3698.922559
4317561,3118.469564
4317564,3109.503762
4317122,3752.903134
4317574,2283.020348
4317582,1304.842949
4317585,2191.666079
4317349,3475.304771
4317601,3389.67172
4317602,1162.880495
4315333,2263.341107
4317639,3584.855757
4317642,3682.819312
4317646,1166.704363
4317649,851.5921027
4317671,3492.098622
4317685,2250.235036
4317706,1807.058902
4317708,2876.526408
4317174,4544.959481
4317718,1844.153923
4317168,3305.966628
4317744,4063.276042
4317745,4533.217801
4317757,1693.483646
4317100,3597.231676
4317802,3231.006034
4317803,5378.682917
4317813,1442.206799
4317816,3810.142153
4317125,2254.477785
4317829,2388.752218
4317279,1994.673443
4317295,1475.471964
4317846,2237.716347
4317534,2646.741191
4315336,1768.398027
4317859,2968.8124
4317865,2176.571547
4317889,2907.044102
4316926,2439.721567
4317905,2877.930979
4317933,1709.806956
4317155,2625.752867
4317959,3461.652971
4316640,3064.801867
4317986,645.120612
4318008,2822.666966
4318010,2913.815232
4318016,2864.96141
4317499,3713.871203
4318035,3464.665028
4317490,2511.231731
4318053,2013.617182
4318056,1563.347114
4317567,3936.422828
4318086,2974.620667
4318109,1722.899757
4318113,3655.180207
4318152,3117.521071
4318189,3532.991782
4318206,2465.575596
4316939,4290.699563
4317729,2737.092339
4317857,2312.902138
4318253,3140.493856
4318259,2155.835074
4318290,2943.87374
4318301,3613.463572
4318310,2651.678959
4318312,4000.51347
4318315,2202.063869
4317767,1921.181343
4318325,2747.755209
4318349,4531.913765
4318355,5361.428504
4318356,2436.185362
4318357,1533.949762
4318358,2025.687742
4318361,2215.824229
4317976,3382.908033
4317719,1830.182069
4318456,3181.623101
4318461,2051.957305
4318469,2005.057349
4318475,2838.742061
4318477,3125.835532
4318480,2010.947658
4318481,1590.989856
4318482,4398.744126
4318499,2897.51543
4318500,2287.480278
4318505,1094.713372
4318510,2803.045952
4318545,1569.705854
4317420,3237.282475
4317416,3196.295423
4318568,2574.829328
4318591,1430.700863
4318619,2377.940609
4318142,2880.41601
4318685,1460.924979
4318689,3756.855416
4318706,2191.083193
4318721,2334.862793
4318737,3131.847737
4318749,4689.974205
4317421,2119.053015
4318771,2338.16879
4318235,2483.815251
4318304,1394.343396
4318810,1840.444517
4318818,2169.194662
4318835,1773.263718
4318762,2441.443638
4318496,2558.610699
4318880,2697.199509
4317668,2249.274444
4318917,3434.447131
4318957,2442.638477
4318965,3595.587515
4318971,1961.099603
4318601,2555.949254
4318988,2796.472174
4318991,2756.75148
4318848,1693.798827
4319000,2962.746197
4318514,3930.318556
4319031,2031.116671
4319084,3401.668402
4319097,4831.76009
4319099,1556.529871
4318832,2622.081613
4319130,2874.451585
4317418,2700.084623
4319138,2458.879668
4319140,3247.151403
4319145,2702.849049
4319057,3819.931131
4319216,3824.931877
4319243,4119.074737
4319244,2141.886871
4319247,732.3139803
4318960,3117.774964
4319267,1919.548093
4318634,2534.792642
4318495,2997.400664
4319276,1300.99466
4319295,1094.93554
4319311,2301.97554
4319325,2262.980218
4319335,2662.062891
4319361,2098.851057
4317419,3944.871066
4319366,2369.43761
4318867,2947.820388
4319380,2419.88201
4319383,3575.557216
4318604,2741.153481
4318961,2704.015499
4318838,2363.324779
4318584,3302.123742
4319412,4845.721277
4319413,1601.384173
4319418,4204.016801
4319422,3262.042773
4319136,2651.783212
4319467,860.05927
4319468,2021.35239
4319359,2964.540035
4318678,1222.849237
4319554,3252.099128
4319556,2095.485659
4319561,3551.300903
4318956,2880.351582
4318778,2980.08979
4319596,3563.637574
4319602,1703.555466
4319605,2876.875392
4318962,3650.081949
4319624,2823.134503
4319634,3421.101291
4319635,2302.68899
4319286,2035.998577
4319653,2508.847585
4319661,2387.947536
4319170,3179.889296
4318754,3307.881016
4319691,3405.507154
4319699,1993.102393
4318879,5498.919691
4319720,2000.487611
4319215,2577.199307
4319723,2917.970028
4319734,3204.107447
4319070,3488.870147
4319767,3540.965257
4319771,2340.696463
4319783,1492.722237
4319804,2161.981506
4319807,2216.418012
4319808,2387.13872
4319812,1664.213055
4319815,2752.777901
4319817,3263.439249
4319824,3360.611572
4319842,2275.715115
4319852,3185.278832
4319266,3231.454155
4319309,2044.541674
4319890,3886.063439
4319893,3951.657705
4319906,2893.90972
4319555,4013.885964
4319915,958.542096
4319920,2083.23044
4319922,2999.015677
4319205,2464.197916
4319223,1360.39378
4319958,2396.170655
4319960,1651.76872
4318752,2006.99042
4319987,4385.535533
4319990,2746.759908
4319994,4049.809898
4319143,1741.118752
4319930,2615.307977
4319430,2831.525984
4319427,2499.713853
4320031,3374.743808
4319476,3557.126968
4320067,2630.663043
4319811,2661.91335
4320091,2942.654048
4319589,1762.170259
4320099,2397.206211
4320110,3092.959058
4320117,1714.510305
4319294,3150.29117
4320129,1559.493532
4319658,2305.236541
4320160,1190.554549
4320191,3086.206119
4320200,2502.452098
4320207,1613.697635
4319402,1075.887291
4319722,2367.552665
4320226,1749.109716
4319830,1765.872888
4319834,2532.442181
4320263,2444.303953
4320269,3686.558869
4320276,2989.722804
4319577,2423.867228
4319933,1838.324441
4320284,1687.167421
4320291,3160.485824
4320330,2377.130572
4320246,1808.166009
4320360,2910.426799
4320374,3063.790116
4320379,2004.887127
4319705,4393.204132
4319704,1562.251073
4320439,2509.921761
4319434,3672.913856
4319837,2310.275383
4320473,1174.324345
4319749,3274.654203
4319769,1551.908354
4320501,827.4569184
4320502,1868.997378
4320509,2956.548255
4320520,3268.686761
4320550,1810.337931
4320571,2854.772321
4320577,3085.617461
4320563,2867.274895
4320579,4029.745259
4320583,2809.174673
4320586,2362.617107
4320589,3188.235013
4320592,4461.903827
4320599,2727.279407
4320603,2207.12412
4320437,2323.331798
4319931,3887.762011
4320648,2095.210745
4320671,1622.604728
4319533,3355.010044
4320694,2814.837212
4319534,3250.396044
4320727,3266.930695
4320728,1310.485798
4320729,1915.585306
4320764,2108.92298
4320793,2122.98982
4320022,1580.232297
4320347,2786.576571
4319535,3417.25953
4320851,2906.346981
4320861,2780.100243
4320628,1900.538891
4319530,3995.887235
4320941,2553.625238
4320953,3288.570029
4320976,2994.565514
4321019,2503.861176
4321033,1274.866362
4321036,2890.347812
4321037,2158.265319
4320720,2317.670917
4321045,1852.610823
4321064,1880.871011
4321088,2787.384096
4321092,2583.956292
4321098,2599.430988
4320429,2623.714418
4321101,2429.989426
4321102,2564.747153
4321128,2673.137733
4321129,1817.081461
4321171,1954.346815
4321209,3057.843391
4321004,2431.182854
4319528,2794.418859
4321213,1376.673144
4320924,3171.785061
4321239,2172.684601
4321240,3277.79856
4320859,3613.899698
4321251,3315.667008
4321267,1367.130773
4321193,3562.015363
4321314,1522.421307
4321320,3540.51895
4321324,2734.554937
4321340,1966.045608
4320544,3087.713603
4321355,1864.224494
4321357,2786.965929
4321302,2728.709645
4321387,2400.456293
4319847,2137.382852
4321395,1649.012783
4320730,3661.756613
4320414,2922.7833
4321158,3010.199492
4321432,4094.029512
4321434,1799.243529
4321001,3351.571642
4321468,1647.614276
4321519,3429.662997
4320397,2639.564127
4319526,2048.643522
4321553,1820.997175
4321559,3483.206168
4321563,2786.614991
4319536,3288.493061
4321593,3170.419941
4320612,3617.25893
4320818,3916.352116
4321614,2713.737026
4321626,2555.108167
4321628,3089.010117
4321631,2920.556355
4321469,2408.402573
4320921,4000.335592
4321637,4027.742474
4321639,3577.27357
4321641,1644.204059
4321652,2311.021854
4321692,2640.534569
4321698,1371.891282
4321195,2476.071529
4321707,2901.785321
4321710,1148.08079
4321172,3593.556022
4321472,1984.422976
4321274,3752.529988
4321727,2195.111395
4321306,1907.968281
4321780,2894.547398
4321782,1828.259004
4321788,1098.122159
4320930,2719.637041
4321822,1266.908089
4321644,2826.386103
4321825,2591.975056
4321828,2171.56452
4321831,2640.511622
4321263,3541.627059
4321842,3124.399658
4321854,4608.834277
4321390,2889.721685
4321144,2373.544025
4321864,1872.908962
4321869,1720.715339
4321379,2611.232614
4321883,4800.966148
4321884,3600.15422
4321896,1893.782916
4319520,3727.442754
4321917,1576.807101
4321929,2264.45441
4321212,915.4550217
4321954,1393.559636
4321956,1963.115578
4321987,1594.996028
4321989,2116.464474
4321992,2859.921038
4321994,2698.009763
4321449,2826.297053
4322012,2920.790541
4322019,3163.975036
4322039,1615.812536
4322049,1182.320405
4322058,1587.798757
4322065,2305.286039
4321618,3404.948382
4322106,3463.128641
4322120,1766.640988
4320569,4194.782245
4319527,3422.544304
4322163,1148.0449
4322167,2391.535223
4322170,2706.384753
4321409,2835.308857
4322197,2414.476365
4322212,1636.180001
4322255,1889.02365
4319525,4401.723792
4322266,2769.143579
4322273,3260.194886
4322276,2609.342324
4322277,2506.260115
4322311,2360.715419
4322317,2755.014194
4321923,1470.685205
4322347,1152.495562
4322349,4494.986501
4321150,5722.216559
4322377,1799.483185
4321789,3028.5917
4322385,3489.436149
4322402,2272.04996
4322403,1919.344819
4322421,3994.404201
4321224,3380.632457
4322459,3550.152852
4322460,3915.995283
4322468,3202.129834
4321984,1244.631068
4322525,2276.299291
4322543,3360.175605
4321418,2379.966699
4322166,2702.324492
4320879,4219.581418
4322628,2241.186566
4321800,2332.006386
4321802,1105.7454
4322657,3364.846873
4322658,2048.809983
4322673,2110.013486
4321939,2067.001289
4321522,1924.495643
4322746,3599.962141
4322761,2847.175294
4322806,3121.500605
4322818,3892.722557
4322820,3211.662679
4322831,3440.232851
4322833,2406.96129
4322839,1983.052832
4322846,2513.940862
4322845,2731.973726
4322862,2734.951002
4322897,2141.350052
4322924,2262.180982
4322926,3274.237848
4322928,1673.166114
4322929,2421.137448
4322930,1892.857869
4322129,2240.625113
4322947,1806.811686
4322112,1638.315121
4322302,3484.551092
4321766,3082.8737
4322989,3269.072079
4322934,3281.701247
4323021,3199.66721
4321767,1801.589673
4322217,1601.979433
4323037,1729.888781
4323038,1797.283451
4321619,3309.246877
4322526,2566.535708
4321761,3524.623553
4323077,3113.006733
4323094,1893.834159
4323098,2418.392633
4323108,1078.379928
4323120,2221.956883
4323134,1610.456416
4322024,2579.714536
4323160,2431.6967
4323163,3076.866692
4321764,3017.381032
4322974,2850.954082
4323189,3164.415058
4321769,2474.38337
4323219,2552.623453
4323227,2133.151773
4321759,2307.571372
4323261,3056.031814
4323274,2996.148317
4323087,3423.575698
4322748,3616.728399
4323317,2136.722391
4322474,3108.992217
4323339,1779.807452
4323342,2055.24397
4323344,2175.58754
4321993,1800.136819
4322811,2911.024279
4323067,1786.346554
4323376,2744.058328
4323378,1797.824095
4322399,3161.816832
4322993,3452.64753
4322788,1958.152246
4323419,2931.288876
4323437,1916.093654
4322852,1150.733842
4323456,2904.937536
4323458,2989.778596
4322716,2530.645911
4323478,1515.138677
4322944,2908.745384
4322639,2959.795756
4323511,3348.207324
4323112,2515.351735
4323555,1987.892512
4323584,1265.898479
4323588,3928.311417
4323589,1565.311656
4322616,2832.447741
4323595,3077.236829
4323597,1687.178194
4323603,2928.625933
4323442,4137.353591
4323639,2468.936979
4323148,4050.152904
4322688,3259.472301
4323646,2294.679834
4323648,3235.329768
4323567,2279.408108
4323708,2557.822313
4323719,2521.179994
4323724,1239.319199
4323725,3106.304482
4323706,3400.609223
4323746,3309.304885
4322784,2575.586207
4323766,2626.103456
4323140,2404.509282
4323739,2499.226819
4322739,3541.794129
4323831,2023.361199
4323460,2299.776538
4323860,2813.658144
4323861,2939.008223
4323871,2813.174239
4321765,2387.242675
4323894,1592.689788
4322935,2946.092329
4323940,2124.102571
4323942,2023.418554
4322512,2998.574718
4323229,2794.126309
4324003,3068.447202
4324021,2500.412096
4324045,2228.425038
4324055,4611.618151
4324065,1485.300774
4324078,2956.257093
4323503,1878.251365
4324089,2698.320026
4324090,3496.77788
4323091,1681.368854
4324092,2388.578648
4324095,2734.875773
4324113,2345.254262
4323927,3824.030752
4324124,1607.651204
4324136,3294.337691
4324146,3201.148865
4323482,2090.227194
4324175,1550.022012
4324185,2649.235022
4324186,4643.036982
4324220,4235.083812
4324225,1153.942474
4324227,1802.790676
4324234,2470.388988
4324237,2576.864146
4324238,3002.628751
4324262,1184.964679
4324264,5104.573256
4324268,3788.880669
4324101,3550.09994
4324307,1486.848363
4323362,2478.003546
4324329,2434.506003
4324345,3446.791663
4324371,2248.2006
4324378,4880.453278
4324380,2509.553909
4324382,2133.289054
4323870,1118.139141
4324403,1069.258652
4323517,1667.07224
4324100,2324.481942
4324450,1855.013777
4324485,2386.039679
4324496,2341.124429
4323780,4696.770168
4324521,2162.635566
4324189,2204.542834
4324544,3832.545711
4324102,1754.334408
4323480,2384.259658
4323644,2944.865327
4324580,1684.315406
4324583,2245.722001
4323670,1949.123524
4323838,2719.615753
4324632,2212.843703
4324638,2661.47302
4324453,1772.344855
4324076,4085.784991
4323966,3978.97711
4324675,2636.378999
4324687,3594.344403
4324697,2745.809538
4324699,3619.032692
4323921,1652.747623
4324733,4236.248276
4324207,2564.173835
4324740,3901.948606
4324772,1591.30743
4324788,3161.149989
4324791,1282.196547
4324805,3131.081872
4324363,1453.329339
4324820,2264.007108
4324327,3525.710494
4324840,2027.717872
4321762,4018.282906
4324866,2898.030639
4324868,2448.733726
4324927,3146.55186
4324953,1864.771459
4324965,1868.527537
4324988,1672.86548
4324678,2157.288432
4324301,3240.638964
4325026,4175.38682
4325027,1430.20056
4325030,4229.812928
4325032,3169.969471
4325037,3375.5259
4325033,3790.413422
4325050,2681.5825
4325038,3240.108131
4325058,2318.784655
4325043,3379.866643
4325059,2359.459121
4324004,3635.582371
4325172,2239.105872
4325176,4792.108328
4325179,3040.510194
4324542,868.7312738
4325219,2995.03554
4325229,3001.049158
4325231,2163.039779
4325233,2217.813684
4325235,1243.040492
4325237,2039.374934
4325239,3765.448278
4325291,1629.79083
4325139,4262.914499
4325371,3253.065003
4325403,3064.865176
4325444,2629.859494
4325449,1466.109453
4325282,3914.759858
4324999,3899.847844
4325489,2604.373251
4325497,4006.146854
4324613,3496.657439
4324939,3540.276272
4324710,3223.62262
4325557,1771.447522
4325569,1200.472925
4325587,3372.600617
4324870,1588.870726
4324845,1446.503651
4325593,4471.039843
4325622,3171.177963
4325383,1745.581841
4325642,2696.54659
4325667,2108.104549
4325672,2000.01571
4325523,3866.06754
4325707,2360.98663
4325715,2433.593019
4325304,2800.637392
4325732,3298.328041
4325738,1137.19638
4324844,2899.488119
4325763,2711.111291
4325788,2743.505266
4325278,1824.205211
4325807,2218.309364
4325821,3727.312312
4325625,2460.961915
4325855,3998.707627
4325856,3234.199795
4325857,1766.621687
4325863,3202.17681
4325394,2608.567714
4325886,3324.815067
4325894,2022.126635
4325901,2243.135205
4325293,4177.750931
4325923,1954.592006
4324166,2111.879792
4325967,1348.246581
4325969,2128.627097
4325333,1768.983188
4324734,2113.135392
4326027,1622.733847
4326042,1423.929784
4326060,2758.570973
4325502,2128.307637
4326077,2382.29155
4326093,3650.721133
4325735,3568.87475
4325689,3491.211628
4326126,3315.849228
4325905,2656.830476
4325315,1629.01848
4325513,3779.638598
4326175,2842.67091
4326178,2497.582292
4326179,2441.02479
4325135,3327.399032
4326188,2010.874645
4326210,2212.972546
4326236,2007.262862
4325506,3915.836943
4326244,1574.867968
4326237,4034.333248
4325904,1959.827561
4325615,1176.249601
4326377,3171.606463
4326388,3047.288372
4326403,3843.890022
4326414,2143.967178
4326440,1810.723032
4326455,2273.872475
4325683,1580.000136
4326485,2348.898044
4326526,1359.765137
4325606,2134.886808
4326551,2059.556491
4326555,2738.717575
4325814,1953.18734
4325664,1631.841245
4326145,1849.691118
4326007,1404.988198
4326339,2631.721221
4326592,4177.91486
4326598,3657.679316
4326177,3698.267316
4326617,1564.729833
4326227,1273.384645
4326434,1992.069582
4326333,1771.016348
4326588,3050.618193
4326106,2447.835421
4326687,2587.31661
4326690,3296.26184
4326698,2556.878031
4326703,2600.01487
4326253,4764.813858
4326708,2926.945957
4326675,3373.352843
4326714,1875.131889
4326736,2850.914533
4326096,848.1732711
4326761,3066.585507
4326778,3038.397132
4326780,2427.495645
4326816,795.8388892
4326828,2450.164687
4326841,3835.385066
4326851,2705.492357
4326855,2213.048599
4326861,2367.346337
4326870,1871.961801
4326037,3844.309467
4326904,3056.692402
4326905,4461.194718
4326962,3848.742377
4326546,2844.431545
4326979,3017.328288
4326422,1398.851002
4326987,1786.176676
4326556,3085.678273
4327008,3463.970222
4327018,2697.175154
4327039,2812.551393
4327040,2442.859086
4327041,3335.48744
4327052,2186.552436
4326824,1858.91774
4327069,2584.731841
4327075,3435.365069
4326594,3055.019557
4327110,4273.038136
4327120,3328.847288
4326381,2100.394331
4326196,1845.26388
4327132,2886.220356
4327131,1564.438273
4326228,1616.708768
4326645,2564.096417
4327203,4248.075108
4326997,1768.215358
4326472,2762.35248
4327216,2642.73016
4327234,3223.638713
4327239,3899.729142
4327247,2546.281368
4327248,1800.077243
4326316,1669.780563
4327255,1966.186764
4326802,3655.093779
4327267,2207.477412
4326717,3416.679803
4326500,1633.751738
4327351,1861.932832
4327408,1842.674825
4327412,4258.954929
4327420,5528.095255
4327424,3686.51698
4327428,3893.611802
4327429,3148.469856
4327430,4106.445985
4327431,3552.677234
4327432,2200.354176
4327433,3056.828036
4327044,1927.855818
4327458,2604.512336
4327439,6137.78281
4326639,2621.762403
4327476,3233.264826
4327490,4259.184336
4326931,1470.170761
4327355,2323.708809
4327506,2057.776087
4327507,2932.752203
4327508,2569.859485
4327509,2687.333576
4327510,2363.939395
4327511,2586.325866
4327514,3056.252538
4327520,3596.135238
4327521,2014.013449
4327441,5391.935742
4326740,1791.16044
4326762,1803.99346
4325717,1488.131372
4327562,2586.925138
4327138,1512.961668
4327599,2042.764925
4326307,4045.165673
4326643,2004.999204
4327606,4610.410708
4326963,2743.527128
4326784,3006.946237
4327647,2291.536328
4327651,3468.708953
4327655,2705.769917
4326868,2909.612691
4327662,1673.295401
4327367,1700.686243
4327701,4270.381582
4326304,2659.266663
4327745,2651.089558
4327758,1716.959113
4326924,1374.72135
4327212,4533.659144
4327795,3474.093315
4326443,3647.490158
4327811,2456.465876
4327393,1164.33222
4327781,2234.79596
4327833,2890.122205
4327841,3342.595876
4327721,3570.507904
4327452,3211.368643
4327025,2557.700126
4327050,3892.004747
4327927,1836.190812
4327009,1423.79675
4326969,1091.389312
4327973,2869.375055
4327989,1512.47657
4328016,1730.263188
4326901,2193.200126
4328054,5427.072246
4328058,1827.900485
4328081,881.745758
4328111,1347.067128
4328118,2961.678605
4328125,2618.107206
4327571,3250.313076
4328149,2779.13938
4328159,3827.576823
4327806,1250.985022
4327926,4076.295807
4327438,4298.876534
4326310,3034.930123
4328203,2170.168483
4328204,3312.885618
4328217,3339.392991
4328241,2129.660881
4328245,4965.075268
4327377,3272.15217
4328261,1146.187205
4328279,4280.656486
4327524,4286.342195
4327778,2537.763502
4328296,2757.990816
4328300,1740.283149
4328303,2916.414264
4327551,1617.168374
4327437,4309.855765
4326309,1499.960764
4328327,2861.524148
4328002,3943.953259
4328341,1876.800793
4328358,2325.081679
4328403,3961.992352
4328425,3901.570563
4327549,2418.64829
4328448,3080.856217
4328450,3598.268159
4328454,2061.634918
4328491,2467.514197
4328494,1791.50489
4328496,1275.778161
4327903,4383.032457
4328505,2327.817375
4328506,1557.039242
4328524,1624.424935
4328540,3237.001962
4328549,3531.194215
4328230,2370.092279
4328555,1799.984891
4328562,1919.482523
4328018,2107.851428
4328571,1700.877945
4328580,4127.785058
4328596,3457.829958
4328638,3951.499358
4328646,4350.640839
